source,target,amount
3192,6749,1.0
3192,1982,1.0
3192,4550,1.0
3192,4364,1.0
3193,2148,1.0
3193,898,1.0
3193,23,1.0
3193,683,1.0
3193,17,1.0
3194,2577,1.0
3194,2631,1.0
3194,3093,1.0
3194,3110,1.0
3194,5475,1.0
3195,39,1.0
3195,2033,1.0
3195,3135,1.0
3195,2652,1.0
3195,885,1.0
3196,1906,1.0
3196,3429,1.0
3196,2370,1.0
3196,655,1.0
3196,2712,1.0
3197,196,1.0
3197,2918,1.0
3197,1421,1.0
3197,1960,1.0
3197,4255,1.0
3198,3647,1.0
3198,2567,1.0
3198,3268,1.0
3198,6145,1.0
3198,3787,1.0
3199,4793,1.0
3199,7522,1.0
3199,1883,1.0
3199,8115,1.0
3199,7511,1.0
3200,6305,1.0
3200,8901,1.0
3200,2505,1.0
3200,8771,1.0
3200,8259,1.0
3201,4141,1.0
3201,6684,1.0
3201,3959,1.0
3201,1445,1.0
3201,6147,1.0
3202,3437,1.0
3202,5895,1.0
3202,329,1.0
3202,8953,1.0
3202,3436,1.0
3203,1619,1.0
3203,3934,1.0
3203,5511,1.0
3203,4062,1.0
3203,3442,1.0
3204,6215,1.0
3204,5968,1.0
3204,659,1.0
3204,7791,1.0
3204,940,1.0
3205,9079,1.0
3205,2313,1.0
3205,401,1.0
3205,3189,1.0
3205,529,1.0
3206,3332,1.0
3206,396,1.0
3206,7042,1.0
3206,4239,1.0
3206,251,1.0
3207,2937,1.0
3207,3955,1.0
3207,5423,1.0
3207,4867,1.0
3207,8134,1.0
3208,5954,1.0
3208,8036,1.0
3208,3649,1.0
3208,8326,1.0
3208,2913,1.0
3209,7210,1.0
3209,3748,1.0
3209,2002,1.0
3209,6220,1.0
3209,3074,1.0
3210,337,1.0
3210,2743,1.0
3210,146,1.0
3210,1571,1.0
3210,1337,1.0
3211,575,1.0
3211,7015,1.0
3211,2422,1.0
3211,4218,1.0
3211,9068,1.0
3212,5678,1.0
3212,1137,1.0
3212,1000,1.0
3212,3090,1.0
3212,265,1.0
3213,2525,1.0
3213,4251,1.0
3213,5612,1.0
3213,3048,1.0
3213,3568,1.0
3214,237,1.0
3214,2558,1.0
3214,756,1.0
3214,2017,1.0
3214,6319,1.0
3215,2704,1.0
3215,5573,1.0
3215,3225,1.0
3215,1350,1.0
3215,3454,1.0
3216,1960,1.0
3216,1131,1.0
3216,2798,1.0
3216,1992,1.0
3216,213,1.0
3217,1792,1.0
3217,1339,1.0
3217,1307,1.0
3217,2829,1.0
3217,741,1.0
3218,5166,1.0
3218,1832,1.0
3218,7567,1.0
3218,7449,1.0
3218,4413,1.0
3219,8335,1.0
3219,8759,1.0
3219,7402,1.0
3219,1248,1.0
3219,3405,1.0
3220,6216,1.0
3220,3944,1.0
3220,6259,1.0
3220,6451,1.0
3220,7708,1.0
3221,3270,1.0
3221,1489,1.0
3221,2158,1.0
3221,5235,1.0
3221,1276,1.0
3222,2541,1.0
3222,2129,1.0
3222,6831,1.0
3222,6909,1.0
3222,892,1.0
3223,2894,1.0
3223,4680,1.0
3223,7544,1.0
3223,2232,1.0
3223,3799,1.0
3224,6448,1.0
3224,8334,1.0
3224,3573,1.0
3224,7202,1.0
3224,748,1.0
3225,6328,1.0
3225,3215,1.0
3225,6972,1.0
3225,7843,1.0
3225,2704,1.0
3226,734,1.0
3226,7903,1.0
3226,1028,1.0
3226,6157,1.0
3226,3622,1.0
3227,860,1.0
3227,6217,1.0
3227,1002,1.0
3227,3504,1.0
3227,8154,1.0
3228,625,1.0
3228,1255,1.0
3228,8143,1.0
3228,328,1.0
3228,1076,1.0
3229,1989,1.0
3229,2930,1.0
3229,4123,1.0
3229,1625,1.0
3229,2746,1.0
3230,8312,1.0
3230,2445,1.0
3230,747,1.0
3230,858,1.0
3230,7948,1.0
3231,1544,1.0
3231,3103,1.0
3231,8932,1.0
3231,8949,1.0
3231,2393,1.0
3232,5546,1.0
3232,415,1.0
3232,5340,1.0
3232,3445,1.0
3232,7416,1.0
3233,5062,1.0
3233,6408,1.0
3233,7471,1.0
3233,3637,1.0
3233,5629,1.0
3234,6868,1.0
3234,5616,1.0
3234,1795,1.0
3234,7364,1.0
3234,1211,1.0
3235,244,1.0
3235,992,1.0
3235,2399,1.0
3235,99,1.0
3235,1696,1.0
3236,2232,1.0
3236,1106,1.0
3236,3174,1.0
3236,1588,1.0
3236,8487,1.0
3237,2536,1.0
3237,3391,1.0
3237,2356,1.0
3237,3974,1.0
3237,2373,1.0
3238,6331,1.0
3238,2210,1.0
3238,6202,1.0
3238,7589,1.0
3238,8106,1.0
3239,2638,1.0
3239,3013,1.0
3239,3864,1.0
3239,7851,1.0
3239,468,1.0
3240,5530,1.0
3240,2867,1.0
3240,3601,1.0
3240,2071,1.0
3240,3713,1.0
3241,6981,1.0
3241,1712,1.0
3241,1312,1.0
3241,498,1.0
3241,502,1.0
3242,4360,1.0
3242,6949,1.0
3242,3303,1.0
3242,8341,1.0
3242,7203,1.0
3243,907,1.0
3243,143,1.0
3243,5687,1.0
3243,3209,1.0
3243,2709,1.0
3244,6867,1.0
3244,1558,1.0
3244,5887,1.0
3244,859,1.0
3244,931,1.0
3245,5935,1.0
3245,1407,1.0
3245,3300,1.0
3245,7735,1.0
3245,1302,1.0
3246,7703,1.0
3246,3847,1.0
3246,5696,1.0
3246,1983,1.0
3246,919,1.0
3247,2155,1.0
3247,8272,1.0
3247,3865,1.0
3247,3394,1.0
3247,2271,1.0
3248,7797,1.0
3248,6231,1.0
3248,6165,1.0
3248,7683,1.0
3248,2627,1.0
3249,1439,1.0
3249,5752,1.0
3249,5282,1.0
3249,7979,1.0
3249,7260,1.0
3250,2191,1.0
3250,8888,1.0
3250,6447,1.0
3250,7560,1.0
3250,7196,1.0
3251,456,1.0
3251,3592,1.0
3251,8459,1.0
3251,6274,1.0
3251,7201,1.0
3252,2148,1.0
3252,17,1.0
3252,542,1.0
3252,3082,1.0
3252,4456,1.0
3253,7925,1.0
3253,8726,1.0
3253,8442,1.0
3253,4307,1.0
3253,1338,1.0
3254,1267,1.0
3254,8766,1.0
3254,1151,1.0
3254,7580,1.0
3254,2058,1.0
3255,2707,1.0
3255,7046,1.0
3255,1054,1.0
3255,5589,1.0
3255,3281,1.0
3256,6747,1.0
3256,6840,1.0
3256,6314,1.0
3256,2879,1.0
3256,3166,1.0
3257,3904,1.0
3257,5471,1.0
3257,213,1.0
3257,2025,1.0
3257,2859,1.0
3258,149,1.0
3258,7326,1.0
3258,3839,1.0
3258,3047,1.0
3258,2930,1.0
3259,1717,1.0
3259,5255,1.0
3259,3188,1.0
3259,12,1.0
3259,5253,1.0
3260,6240,1.0
3260,6472,1.0
3260,6702,1.0
3260,6321,1.0
3260,8408,1.0
3261,3659,1.0
3261,6577,1.0
3261,5552,1.0
3261,517,1.0
3261,231,1.0
3262,7639,1.0
3262,8355,1.0
3262,2952,1.0
3262,6876,1.0
3262,2755,1.0
3263,1437,1.0
3263,3074,1.0
3263,5823,1.0
3263,2585,1.0
3263,2446,1.0
3264,6360,1.0
3264,6771,1.0
3264,6759,1.0
3264,16,1.0
3264,5334,1.0
3265,5478,1.0
3265,7357,1.0
3265,4287,1.0
3265,1707,1.0
3265,2483,1.0
3266,638,1.0
3266,8161,1.0
3266,2303,1.0
3266,2463,1.0
3266,6154,1.0
3267,647,1.0
3267,957,1.0
3267,376,1.0
3267,8309,1.0
3267,8770,1.0
3268,3647,1.0
3268,3198,1.0
3268,918,1.0
3268,6933,1.0
3268,2567,1.0
3269,4563,1.0
3269,1687,1.0
3269,1566,1.0
3269,2784,1.0
3269,3014,1.0
3270,3221,1.0
3270,1751,1.0
3270,1160,1.0
3270,674,1.0
3270,4485,1.0
3271,1395,1.0
3271,1780,1.0
3271,7761,1.0
3271,2237,1.0
3271,8156,1.0
3272,6220,1.0
3272,3074,1.0
3272,5823,1.0
3272,6886,1.0
3272,3711,1.0
3273,5923,1.0
3273,957,1.0
3273,8309,1.0
3273,5996,1.0
3273,3150,1.0
3274,1443,1.0
3274,300,1.0
3274,5285,1.0
3274,1911,1.0
3274,3006,1.0
3275,6220,1.0
3275,3276,1.0
3275,1534,1.0
3275,9031,1.0
3275,4201,1.0
3276,3275,1.0
3276,6133,1.0
3276,9031,1.0
3276,2152,1.0
3276,2181,1.0
3277,6155,1.0
3277,1298,1.0
3277,457,1.0
3277,770,1.0
3277,7580,1.0
3278,1800,1.0
3278,348,1.0
3278,449,1.0
3278,2236,1.0
3278,8064,1.0
3279,951,1.0
3279,5515,1.0
3279,1676,1.0
3279,3191,1.0
3279,3483,1.0
3280,8337,1.0
3280,6351,1.0
3280,7844,1.0
3280,2964,1.0
3280,7744,1.0
3281,1367,1.0
3281,3637,1.0
3281,3255,1.0
3281,5150,1.0
3281,2500,1.0
3282,6122,1.0
3282,8296,1.0
3282,7718,1.0
3282,1957,1.0
3282,7199,1.0
3283,169,1.0
3283,4543,1.0
3283,2663,1.0
3283,4161,1.0
3283,1279,1.0
3284,648,1.0
3284,2461,1.0
3284,6796,1.0
3284,6283,1.0
3284,2280,1.0
3285,3617,1.0
3285,3679,1.0
3285,8988,1.0
3285,4343,1.0
3285,4215,1.0
3286,8815,1.0
3286,8404,1.0
3286,845,1.0
3286,4280,1.0
3286,7341,1.0
3287,2990,1.0
3287,1735,1.0
3287,3605,1.0
3287,1911,1.0
3287,90,1.0
3288,479,1.0
3288,499,1.0
3288,8832,1.0
3288,1167,1.0
3288,516,1.0
3289,1684,1.0
3289,1706,1.0
3289,1951,1.0
3289,1265,1.0
3289,481,1.0
3290,4515,1.0
3290,3896,1.0
3290,2838,1.0
3290,2798,1.0
3290,3656,1.0
3291,7903,1.0
3291,1354,1.0
3291,4221,1.0
3291,2351,1.0
3291,72,1.0
3292,6883,1.0
3292,112,1.0
3292,1504,1.0
3292,5467,1.0
3292,5854,1.0
3293,7612,1.0
3293,3563,1.0
3293,8720,1.0
3293,2821,1.0
3293,7788,1.0
3294,5407,1.0
3294,5308,1.0
3294,2782,1.0
3294,356,1.0
3294,1105,1.0
3295,2400,1.0
3295,159,1.0
3295,7067,1.0
3295,1967,1.0
3295,437,1.0
3296,2441,1.0
3296,1549,1.0
3296,1078,1.0
3296,139,1.0
3296,7656,1.0
3297,3339,1.0
3297,8578,1.0
3297,9004,1.0
3297,2765,1.0
3297,2719,1.0
3298,2765,1.0
3298,1518,1.0
3298,3339,1.0
3298,3297,1.0
3298,9004,1.0
3299,1520,1.0
3299,1987,1.0
3299,2612,1.0
3299,5790,1.0
3299,2213,1.0
3300,5935,1.0
3300,4391,1.0
3300,7735,1.0
3300,6477,1.0
3300,2098,1.0
3301,4482,1.0
3301,4548,1.0
3301,3978,1.0
3301,4378,1.0
3301,4133,1.0
3302,5744,1.0
3302,8542,1.0
3302,7012,1.0
3302,1522,1.0
3302,5728,1.0
3303,3242,1.0
3303,6949,1.0
3303,4360,1.0
3303,8862,1.0
3303,8341,1.0
3304,7150,1.0
3304,6828,1.0
3304,8502,1.0
3304,7681,1.0
3304,70,1.0
3305,3086,1.0
3305,5633,1.0
3305,1811,1.0
3305,164,1.0
3305,8015,1.0
3306,3651,1.0
3306,6020,1.0
3306,5721,1.0
3306,7988,1.0
3306,8289,1.0
3307,7003,1.0
3307,1930,1.0
3307,8416,1.0
3307,3501,1.0
3307,4481,1.0
3308,2254,1.0
3308,6806,1.0
3308,387,1.0
3308,5221,1.0
3308,5944,1.0
3309,5983,1.0
3309,8689,1.0
3309,2845,1.0
3309,6142,1.0
3309,4364,1.0
3310,3597,1.0
3310,7462,1.0
3310,6563,1.0
3310,7114,1.0
3310,6168,1.0
3311,3164,1.0
3311,331,1.0
3311,1778,1.0
3311,1244,1.0
3311,5203,1.0
3312,4036,1.0
3312,84,1.0
3312,4008,1.0
3312,6226,1.0
3312,3815,1.0
3313,6608,1.0
3313,2064,1.0
3313,8657,1.0
3313,7116,1.0
3313,2278,1.0
3314,6208,1.0
3314,4137,1.0
3314,6374,1.0
3314,6449,1.0
3314,6252,1.0
3315,7385,1.0
3315,7423,1.0
3315,1747,1.0
3315,1672,1.0
3315,2438,1.0
3316,7534,1.0
3316,7535,1.0
3316,6152,1.0
3316,8370,1.0
3316,8729,1.0
3317,8097,1.0
3317,2573,1.0
3317,7543,1.0
3317,4242,1.0
3317,7472,1.0
3318,565,1.0
3318,5924,1.0
3318,969,1.0
3318,4136,1.0
3318,375,1.0
3319,3320,1.0
3319,6803,1.0
3319,8646,1.0
3319,5547,1.0
3319,6253,1.0
3320,3319,1.0
3320,5547,1.0
3320,6803,1.0
3320,4067,1.0
3320,5564,1.0
3321,6991,1.0
3321,1096,1.0
3321,7843,1.0
3321,7707,1.0
3321,5573,1.0
3322,22,1.0
3322,2152,1.0
3322,39,1.0
3322,831,1.0
3322,2279,1.0
3323,7721,1.0
3323,3936,1.0
3323,3679,1.0
3323,4215,1.0
3323,8720,1.0
3324,1161,1.0
3324,1679,1.0
3324,1302,1.0
3324,1692,1.0
3324,380,1.0
3325,7718,1.0
3325,2029,1.0
3325,228,1.0
3325,7199,1.0
3325,3451,1.0
3326,8060,1.0
3326,6113,1.0
3326,2013,1.0
3326,8550,1.0
3326,2231,1.0
3327,2581,1.0
3327,8417,1.0
3327,1314,1.0
3327,1497,1.0
3327,8000,1.0
3328,3721,1.0
3328,9059,1.0
3328,265,1.0
3328,9019,1.0
3328,3212,1.0
3329,7025,1.0
3329,794,1.0
3329,6454,1.0
3329,6329,1.0
3329,7628,1.0
3330,4403,1.0
3330,5337,1.0
3330,2006,1.0
3330,8062,1.0
3330,8621,1.0
3331,4034,1.0
3331,473,1.0
3331,8406,1.0
3331,5875,1.0
3331,3498,1.0
3332,3788,1.0
3332,4239,1.0
3332,396,1.0
3332,6624,1.0
3332,7042,1.0
3333,3340,1.0
3333,14,1.0
3333,1498,1.0
3333,8320,1.0
3333,2142,1.0
3334,1299,1.0
3334,2365,1.0
3334,868,1.0
3334,9017,1.0
3334,486,1.0
3335,2984,1.0
3335,4131,1.0
3335,6125,1.0
3335,3745,1.0
3335,8896,1.0
3336,7523,1.0
3336,8266,1.0
3336,2566,1.0
3336,8019,1.0
3336,956,1.0
3337,2622,1.0
3337,1938,1.0
3337,8183,1.0
3337,1553,1.0
3337,2886,1.0
3338,4316,1.0
3338,6461,1.0
3338,3110,1.0
3338,8799,1.0
3338,8800,1.0
3339,8578,1.0
3339,1766,1.0
3339,9004,1.0
3339,3297,1.0
3339,2765,1.0
3340,3333,1.0
3340,1862,1.0
3340,1498,1.0
3340,4191,1.0
3340,5378,1.0
3341,3555,1.0
3341,3875,1.0
3341,8647,1.0
3341,1809,1.0
3341,5647,1.0
3342,7712,1.0
3342,7935,1.0
3342,6784,1.0
3342,5830,1.0
3342,6637,1.0
3343,3375,1.0
3343,6803,1.0
3343,8646,1.0
3343,6580,1.0
3343,6082,1.0
3344,3445,1.0
3344,2146,1.0
3344,2079,1.0
3344,1509,1.0
3344,2714,1.0
3345,3256,1.0
3345,6747,1.0
3345,2879,1.0
3345,4068,1.0
3345,6840,1.0
3346,5929,1.0
3346,8297,1.0
3346,2017,1.0
3346,1885,1.0
3346,757,1.0
3347,6617,1.0
3347,3070,1.0
3347,6646,1.0
3347,7305,1.0
3347,2574,1.0
3348,2618,1.0
3348,2342,1.0
3348,952,1.0
3348,3170,1.0
3348,2912,1.0
3349,4459,1.0
3349,3873,1.0
3349,3981,1.0
3349,6983,1.0
3349,2962,1.0
3350,6652,1.0
3350,1626,1.0
3350,3443,1.0
3350,2920,1.0
3350,3514,1.0
3351,7350,1.0
3351,2030,1.0
3351,3809,1.0
3351,8377,1.0
3351,3719,1.0
3352,7939,1.0
3352,5350,1.0
3352,658,1.0
3352,2654,1.0
3352,7551,1.0
3353,911,1.0
3353,1131,1.0
3353,8605,1.0
3353,3216,1.0
3353,2836,1.0
3354,2900,1.0
3354,2245,1.0
3354,2852,1.0
3354,1815,1.0
3354,1620,1.0
3355,7892,1.0
3355,5688,1.0
3355,5530,1.0
3355,6745,1.0
3355,6217,1.0
3356,1135,1.0
3356,6152,1.0
3356,3316,1.0
3356,7534,1.0
3356,7529,1.0
3357,751,1.0
3357,7427,1.0
3357,6680,1.0
3357,229,1.0
3357,6164,1.0
3358,9061,1.0
3358,31,1.0
3358,5363,1.0
3358,2749,1.0
3358,2039,1.0
3359,2150,1.0
3359,2424,1.0
3359,580,1.0
3359,4028,1.0
3359,1363,1.0
3360,2587,1.0
3360,5470,1.0
3360,7651,1.0
3360,1067,1.0
3360,5711,1.0
3361,1413,1.0
3361,1863,1.0
3361,645,1.0
3361,764,1.0
3361,2150,1.0
3362,3981,1.0
3362,4719,1.0
3362,1565,1.0
3362,3089,1.0
3362,1412,1.0
3363,826,1.0
3363,5743,1.0
3363,2994,1.0
3363,6829,1.0
3363,3594,1.0
3364,6425,1.0
3364,8302,1.0
3364,4534,1.0
3364,3701,1.0
3364,416,1.0
3365,92,1.0
3365,5974,1.0
3365,4445,1.0
3365,5340,1.0
3365,3414,1.0
3366,4562,1.0
3366,2957,1.0
3366,2819,1.0
3366,1495,1.0
3366,8382,1.0
3367,1895,1.0
3367,7429,1.0
3367,3487,1.0
3367,6978,1.0
3367,6228,1.0
3368,8399,1.0
3368,5714,1.0
3368,5718,1.0
3368,8526,1.0
3368,5713,1.0
3369,5714,1.0
3369,6968,1.0
3369,8397,1.0
3369,8399,1.0
3369,5718,1.0
3370,3371,1.0
3370,8646,1.0
3370,3319,1.0
3370,3320,1.0
3370,6803,1.0
3371,3370,1.0
3371,1673,1.0
3371,7075,1.0
3371,8646,1.0
3371,8868,1.0
3372,8956,1.0
3372,7652,1.0
3372,797,1.0
3372,8371,1.0
3372,4845,1.0
3373,5507,1.0
3373,3872,1.0
3373,8012,1.0
3373,5526,1.0
3373,5305,1.0
3374,489,1.0
3374,476,1.0
3374,2530,1.0
3374,1656,1.0
3374,5369,1.0
3375,3343,1.0
3375,7866,1.0
3375,4353,1.0
3375,5475,1.0
3375,2199,1.0
3376,2587,1.0
3376,1562,1.0
3376,5168,1.0
3376,8317,1.0
3376,7206,1.0
3377,4511,1.0
3377,5690,1.0
3377,3281,1.0
3377,7585,1.0
3377,4015,1.0
3378,1711,1.0
3378,1661,1.0
3378,471,1.0
3378,3952,1.0
3378,3564,1.0
3379,205,1.0
3379,7959,1.0
3379,5349,1.0
3379,9043,1.0
3379,1318,1.0
3380,3381,1.0
3380,7546,1.0
3380,5162,1.0
3380,5571,1.0
3380,5570,1.0
3381,3380,1.0
3381,7546,1.0
3381,5570,1.0
3381,5956,1.0
3381,5162,1.0
3382,7342,1.0
3382,4293,1.0
3382,7200,1.0
3382,4522,1.0
3382,4363,1.0
3383,3947,1.0
3383,7262,1.0
3383,8590,1.0
3383,4170,1.0
3383,8290,1.0
3384,5908,1.0
3384,7899,1.0
3384,6869,1.0
3384,7188,1.0
3384,2155,1.0
3385,8528,1.0
3385,2691,1.0
3385,1394,1.0
3385,485,1.0
3385,6837,1.0
3386,1846,1.0
3386,5293,1.0
3386,110,1.0
3386,5492,1.0
3386,7658,1.0
3387,1120,1.0
3387,6663,1.0
3387,2384,1.0
3387,5147,1.0
3387,8522,1.0
3388,7414,1.0
3388,1372,1.0
3388,5587,1.0
3388,3752,1.0
3388,523,1.0
3389,3259,1.0
3389,5253,1.0
3389,1717,1.0
3389,9025,1.0
3389,9013,1.0
3390,3818,1.0
3390,6347,1.0
3390,8449,1.0
3390,2420,1.0
3390,3549,1.0
3391,264,1.0
3391,7336,1.0
3391,1458,1.0
3391,4295,1.0
3391,2356,1.0
3392,6534,1.0
3392,7218,1.0
3392,8439,1.0
3392,5798,1.0
3392,8440,1.0
3393,4844,1.0
3393,4996,1.0
3393,4690,1.0
3393,8572,1.0
3393,5053,1.0
3394,2155,1.0
3394,7004,1.0
3394,8288,1.0
3394,3247,1.0
3394,3963,1.0
3395,8964,1.0
3395,8657,1.0
3395,8637,1.0
3395,4007,1.0
3395,3578,1.0
3396,9058,1.0
3396,9002,1.0
3396,8472,1.0
3396,2010,1.0
3396,8606,1.0
3397,5613,1.0
3397,5849,1.0
3397,383,1.0
3397,3006,1.0
3397,1291,1.0
3398,5326,1.0
3398,8766,1.0
3398,1267,1.0
3398,411,1.0
3398,7811,1.0
3399,2559,1.0
3399,1147,1.0
3399,380,1.0
3399,71,1.0
3399,1033,1.0
3400,3073,1.0
3400,2639,1.0
3400,6466,1.0
3400,1697,1.0
3400,4389,1.0
3401,6490,1.0
3401,5628,1.0
3401,42,1.0
3401,1100,1.0
3401,1732,1.0
3402,8950,1.0
3402,7673,1.0
3402,2555,1.0
3402,1797,1.0
3402,7279,1.0
3403,4723,1.0
3403,7891,1.0
3403,4098,1.0
3403,4326,1.0
3403,6048,1.0
3404,4101,1.0
3404,8160,1.0
3404,2444,1.0
3404,8479,1.0
3404,3571,1.0
3405,8759,1.0
3405,7035,1.0
3405,7592,1.0
3405,1552,1.0
3405,8335,1.0
3406,2116,1.0
3406,3179,1.0
3406,8915,1.0
3406,5381,1.0
3406,7995,1.0
3407,2055,1.0
3407,359,1.0
3407,2018,1.0
3407,4312,1.0
3407,8571,1.0
3408,5604,1.0
3408,7445,1.0
3408,771,1.0
3408,1984,1.0
3408,6414,1.0
3409,7053,1.0
3409,7557,1.0
3409,5288,1.0
3409,6776,1.0
3409,7810,1.0
3410,1588,1.0
3410,2751,1.0
3410,465,1.0
3410,1106,1.0
3410,8487,1.0
3411,2078,1.0
3411,3410,1.0
3411,3223,1.0
3411,2894,1.0
3411,3162,1.0
3412,2970,1.0
3412,1554,1.0
3412,1223,1.0
3412,3665,1.0
3412,5830,1.0
3413,2754,1.0
3413,8762,1.0
3413,7067,1.0
3413,4252,1.0
3413,4298,1.0
3414,92,1.0
3414,3365,1.0
3414,5476,1.0
3414,3872,1.0
3414,5974,1.0
3415,5406,1.0
3415,1897,1.0
3415,3660,1.0
3415,819,1.0
3415,1387,1.0
3416,5919,1.0
3416,4348,1.0
3416,6392,1.0
3416,6262,1.0
3416,4192,1.0
3417,3418,1.0
3417,3419,1.0
3417,8519,1.0
3417,7461,1.0
3417,3935,1.0
3418,3417,1.0
3418,3419,1.0
3418,8519,1.0
3418,7461,1.0
3418,3935,1.0
3419,3418,1.0
3419,3417,1.0
3419,7461,1.0
3419,8519,1.0
3419,3935,1.0
3420,2043,1.0
3420,3197,1.0
3420,2722,1.0
3420,2114,1.0
3420,1960,1.0
3421,1647,1.0
3421,499,1.0
3421,8852,1.0
3421,4381,1.0
3421,1167,1.0
3422,8587,1.0
3422,3554,1.0
3422,8271,1.0
3422,5768,1.0
3422,715,1.0
3423,6579,1.0
3423,6442,1.0
3423,6710,1.0
3423,8782,1.0
3423,1930,1.0
3424,4533,1.0
3424,7627,1.0
3424,329,1.0
3424,7330,1.0
3424,8953,1.0
3425,3936,1.0
3425,4215,1.0
3425,842,1.0
3425,5640,1.0
3425,3650,1.0
3426,5851,1.0
3426,8321,1.0
3426,7151,1.0
3426,4611,1.0
3426,2410,1.0
3427,1039,1.0
3427,2699,1.0
3427,3737,1.0
3427,1062,1.0
3427,353,1.0
3428,533,1.0
3428,379,1.0
3428,525,1.0
3428,6445,1.0
3428,904,1.0
3429,2013,1.0
3429,3326,1.0
3429,2231,1.0
3429,1014,1.0
3429,4305,1.0
3430,6036,1.0
3430,1468,1.0
3430,1507,1.0
3430,2337,1.0
3430,843,1.0
3431,4542,1.0
3431,8474,1.0
3431,8609,1.0
3431,7607,1.0
3431,4530,1.0
3432,8353,1.0
3432,5260,1.0
3432,7294,1.0
3432,5778,1.0
3432,1704,1.0
3433,1,1.0
3433,3949,1.0
3433,239,1.0
3433,5892,1.0
3433,5499,1.0
3434,7505,1.0
3434,2511,1.0
3434,321,1.0
3434,6503,1.0
3434,890,1.0
3435,361,1.0
3435,8592,1.0
3435,2127,1.0
3435,592,1.0
3435,5445,1.0
3436,3842,1.0
3436,3437,1.0
3436,7073,1.0
3436,3202,1.0
3436,5602,1.0
3437,4199,1.0
3437,5895,1.0
3437,329,1.0
3437,5662,1.0
3437,8953,1.0
3438,2111,1.0
3438,3984,1.0
3438,3295,1.0
3438,3870,1.0
3438,1453,1.0
3439,8360,1.0
3439,1741,1.0
3439,6635,1.0
3439,2027,1.0
3439,2406,1.0
3440,3629,1.0
3440,6114,1.0
3440,4681,1.0
3440,8252,1.0
3440,1666,1.0
3441,1695,1.0
3441,1554,1.0
3441,68,1.0
3441,1621,1.0
3441,3565,1.0
3442,4171,1.0
3442,9066,1.0
3442,9014,1.0
3442,2650,1.0
3442,1755,1.0
3443,2920,1.0
3443,1580,1.0
3443,2295,1.0
3443,4037,1.0
3443,3942,1.0
3444,2344,1.0
3444,1761,1.0
3444,3492,1.0
3444,1893,1.0
3444,8607,1.0
3445,3344,1.0
3445,1554,1.0
3445,3700,1.0
3445,2146,1.0
3445,3565,1.0
3446,2540,1.0
3446,7664,1.0
3446,5450,1.0
3446,2525,1.0
3446,4643,1.0
3447,1192,1.0
3447,4194,1.0
3447,1713,1.0
3447,3544,1.0
3447,2922,1.0
3448,5491,1.0
3448,5282,1.0
3448,3005,1.0
3448,5752,1.0
3448,6642,1.0
3449,7373,1.0
3449,4466,1.0
3449,7372,1.0
3449,2527,1.0
3449,5217,1.0
3450,4190,1.0
3450,4469,1.0
3450,5869,1.0
3450,3556,1.0
3450,8732,1.0
3451,6817,1.0
3451,7199,1.0
3451,2029,1.0
3451,7785,1.0
3451,8296,1.0
3452,3014,1.0
3452,2221,1.0
3452,1185,1.0
3452,2866,1.0
3452,243,1.0
3453,8398,1.0
3453,1330,1.0
3453,8748,1.0
3453,5729,1.0
3453,6192,1.0
3454,6694,1.0
3454,4473,1.0
3454,1928,1.0
3454,3096,1.0
3454,7847,1.0
3455,1555,1.0
3455,6628,1.0
3455,4617,1.0
3455,8594,1.0
3455,3840,1.0
3456,5675,1.0
3456,7155,1.0
3456,7856,1.0
3456,7855,1.0
3456,7001,1.0
3457,4417,1.0
3457,3556,1.0
3457,7255,1.0
3457,8790,1.0
3457,4190,1.0
3458,2565,1.0
3458,1561,1.0
3458,5218,1.0
3458,1579,1.0
3458,367,1.0
3459,4131,1.0
3459,42,1.0
3459,5190,1.0
3459,5180,1.0
3459,8257,1.0
3460,850,1.0
3460,9077,1.0
3460,9008,1.0
3460,1040,1.0
3460,5342,1.0
3461,1072,1.0
3461,6084,1.0
3461,7677,1.0
3461,5859,1.0
3461,244,1.0
3462,2584,1.0
3462,5782,1.0
3462,4326,1.0
3462,5781,1.0
3462,4723,1.0
3463,3489,1.0
3463,6047,1.0
3463,3676,1.0
3463,5782,1.0
3463,7891,1.0
3464,8916,1.0
3464,2218,1.0
3464,8163,1.0
3464,2332,1.0
3464,5767,1.0
3465,3838,1.0
3465,4615,1.0
3465,7258,1.0
3465,2373,1.0
3465,7337,1.0
3466,6564,1.0
3466,2096,1.0
3466,1392,1.0
3466,2542,1.0
3466,8955,1.0
3467,7516,1.0
3467,4624,1.0
3467,3165,1.0
3467,2887,1.0
3467,5737,1.0
3468,7393,1.0
3468,8882,1.0
3468,7866,1.0
3468,3375,1.0
3468,4427,1.0
3469,8471,1.0
3469,583,1.0
3469,6407,1.0
3469,1746,1.0
3469,3981,1.0
3470,6713,1.0
3470,7165,1.0
3470,7679,1.0
3470,3800,1.0
3470,5414,1.0
3471,760,1.0
3471,2935,1.0
3471,23,1.0
3471,896,1.0
3471,4308,1.0
3472,611,1.0
3472,4534,1.0
3472,1251,1.0
3472,2489,1.0
3472,2337,1.0
3473,5448,1.0
3473,944,1.0
3473,4386,1.0
3473,2158,1.0
3473,9031,1.0
3474,4425,1.0
3474,3,1.0
3474,3103,1.0
3474,177,1.0
3474,636,1.0
3475,1909,1.0
